Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_bigreactors_brore:1, Eclogite Yellorite Ore
undergroundbiomes:metamorphic_stone_bigreactors_brore:2, Marble Yellorite Ore
undergroundbiomes:metamorphic_stone_bigreactors_brore:3, Quartzite Yellorite Ore
undergroundbiomes:metamorphic_stone_bigreactors_brore:4, Blue Schist Yellorite Ore
undergroundbiomes:metamorphic_stone_bigreactors_brore:5, Green Schist Yellorite Ore
undergroundbiomes:metamorphic_stone_bigreactors_brore:6, Soapstone Yellorite Ore
undergroundbiomes:metamorphic_stone_bigreactors_brore:7, Migmatite Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:0, Limestone Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:1, Chalk Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:2, Shale Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:3, Siltstone Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:4, Lignite Block Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:5, Dolomite Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:6, Greywacke Yellorite Ore
undergroundbiomes:sedimentary_stone_bigreactors_brore:7, Chert Yellorite Ore
undergroundbiomes:igneous_stone_emerald_ore:0, Red Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:1, Black Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:2, Rhyolite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:3, Andesite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:4, Gabbro Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:5, Basalt Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:6, Komatiite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:7, Dacite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:0, Gneiss Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:1, Eclogite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:2, Marble Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:3, Quartzite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:4, Blue Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:5, Green Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:6, Soapstone Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:7, Migmatite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:0, Limestone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:1, Chalk Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:2, Shale Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:3, Siltstone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:4, Lignite Block Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:5, Dolomite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:6, Greywacke Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:7, Chert Emerald Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:0, Red Granite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:1, Black Granite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:2, Rhyolite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:3, Andesite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:4, Gabbro Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:5, Basalt Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:6, Komatiite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:7, Dacite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:0, Gneiss Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:1, Eclogite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:2, Marble Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:3, Quartzite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:4, Blue Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:5, Green Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:6, Soapstone Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:7, Migmatite Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:0, Limestone Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:1, Chalk Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:2, Shale Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:3, Siltstone Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:4, Lignite Block Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:5, Dolomite Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:6, Greywacke Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:7, Chert Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:0, Red Granite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:1, Black Granite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:2, Rhyolite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:3, Andesite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:4, Gabbro Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:5, Basalt Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:6, Komatiite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:7, Dacite Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:0, Gneiss Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:1, Eclogite Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:2, Marble Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:3, Quartzite Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:4, Blue Schist Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:5, Green Schist Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:6, Soapstone Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:7, Migmatite Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:0, Limestone Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:1, Chalk Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:2, Shale Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:3, Siltstone Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:4, Lignite Block Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:5, Dolomite Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:6, Greywacke Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:7, Chert Mana Infused Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:0, Red Granite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:1, Black Granite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:2, Rhyolite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:3, Andesite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:4, Gabbro Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:5, Basalt Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:6, Komatiite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:7, Dacite Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:0, Gneiss Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:1, Eclogite Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:2, Marble Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:3, Quartzite Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:4, Blue Schist Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:5, Green Schist Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:6, Soapstone Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:7, Migmatite Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:0, Limestone Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:1, Chalk Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:2, Shale Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:3, Siltstone Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:4, Lignite Block Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:5, Dolomite Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:6, Greywacke Dimensional Shard Ore
undergroundbiomes:sedimentary_stone_rftools_dimensional_shard_ore:7, Chert Dimensional Shard Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:0, Red Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:1, Black Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:2, Rhyolite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:3, Andesite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:4, Gabbro Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:5, Basalt Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:6, Komatiite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:7, Dacite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:0, Gneiss Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:1, Eclogite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:2, Marble Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:3, Quartzite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:4, Blue Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:5, Green Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:6, Soapstone Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:7, Migmatite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:0, Limestone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:1, Chalk Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:2, Shale Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:3, Siltstone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:4, Lignite Block Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:5, Dolomite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:6, Greywacke Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:7, Chert Topaz Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:7, Chert Silver Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:0, Red Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:1, Black Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:2, Rhyolite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:3, Andesite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:4, Gabbro Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:5, Basalt Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:6, Komatiite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:7, Dacite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:0, Gneiss Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:1, Eclogite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:2, Marble Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:3, Quartzite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:4, Blue Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:5, Green Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:6, Soapstone Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:7, Migmatite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:0, Limestone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:1, Chalk Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:2, Shale Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:3, Siltstone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:4, Lignite Block Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:5, Dolomite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:6, Greywacke Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:7, Chert Amber Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:0, Red Granite Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:1, Black Granite Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:2, Rhyolite Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:3, Andesite Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:4, Gabbro Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:5, Basalt Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:6, Komatiite Draconium Ore
undergroundbiomes:igneous_stone_draconicevolution_draconium_ore:7, Dacite Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:0, Gneiss Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:1, Eclogite Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:2, Marble Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:3, Quartzite Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:4, Blue Schist Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:5, Green Schist Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:6, Soapstone Draconium Ore
undergroundbiomes:metamorphic_stone_draconicevolution_draconium_ore:7, Migmatite Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:0, Limestone Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:1, Chalk Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:2, Shale Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:3, Siltstone Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:4, Lignite Block Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:5, Dolomite Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:6, Greywacke Draconium Ore
undergroundbiomes:sedimentary_stone_draconicevolution_draconium_ore:7, Chert Draconium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:0, Red Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:1, Black Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:2, Rhyolite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:3, Andesite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:4, Gabbro Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:5, Basalt Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:6, Komatiite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:7, Dacite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:0, Gneiss Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:1, Eclogite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:2, Marble Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:3, Quartzite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:4, Blue Schist Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:5, Green Schist Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:6, Soapstone Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:7, Migmatite Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:0, Limestone Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:1, Chalk Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:2, Shale Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:3, Siltstone Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:4, Lignite Block Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:5, Dolomite Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:6, Greywacke Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:7, Chert Iridium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:0, Red Granite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:1, Black Granite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:2, Rhyolite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:3, Andesite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:4, Gabbro Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:5, Basalt Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:6, Komatiite Uranium Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_5:7, Dacite Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:0, Gneiss Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:1, Eclogite Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:2, Marble Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:3, Quartzite Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:4, Blue Schist Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:5, Green Schist Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:6, Soapstone Uranium Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_5:7, Migmatite Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:0, Limestone Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:1, Chalk Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:2, Shale Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:3, Siltstone Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:4, Lignite Block Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:5, Dolomite Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:6, Greywacke Uranium Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_5:7, Chert Uranium Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:0, Red Granite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:1, Black Granite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:2, Rhyolite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:3, Andesite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:4, Gabbro Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:5, Basalt Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:6, Komatiite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:7, Dacite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:0, Gneiss Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:1, Eclogite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:2, Marble Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:3, Quartzite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:4, Blue Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:5, Green Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:6, Soapstone Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:7, Migmatite Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:0, Limestone Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:1, Chalk Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:2, Shale Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:3, Siltstone Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:4, Lignite Block Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:5, Dolomite Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:6, Greywacke Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:7, Chert Sapphire Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:0, Red Granite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:1, Black Granite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:2, Rhyolite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:3, Andesite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:4, Gabbro Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:5, Basalt Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:6, Komatiite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:7, Dacite Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:0, Gneiss Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:1, Eclogite Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:2, Marble Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:3, Quartzite Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:4, Blue Schist Aluminum Ore
